	index	Dataset	Unit Id	Title Id	Title	Snippet Id	Snippet	Overlapping Snippet	Snippet Relevance Score	Number of Relevant Mentions	Overall Sentiment-Intensity	Relevant Mention	Relevant Mention Score	Positive Sentiment	Negative Sentiment	Neutral Sentiment	High Intensity	Low Intensity	Medium Intensity	Title Snippet Index
193	193	DS1	114	120875	500 stranded melon-headed whales rescued in Philippine bay	31-Over	She cited the PMMSN training received by BFAR officers in Bataan during Tuesday 's mass beaching .	1	0.19	2	1.0			0.0	0.316227766	0.9486832981	0.0	0.9486832981	0.316227766	31
194	194	DS1	218	8453	Australian blitz on fish poaching	16-NonOver	The fishermen were expected to appear in court next week , reported Reuters news agency .	0	0.1	1	1.0			0.0	0.4472135955	0.894427191	0.0	0.9615239476	0.2747211279	16
195	195	DS1	96	101383	Protester says Japanese whalers shot him	23-NonOver	Protesters have been following the Nisshin Maru since Japan began its annual hunt for whales in the Southern Ocean in December .	0	0.5	5	1.0			0.0	0.4472135955	0.894427191	0.0	0.894427191	0.4472135955	23
196	196	DS1	207	8496	Norwegian whaling season starts with highest quota in a decade	11-Over	The number of whales caught by Norway has steadily increased since resumption of whaling in 1993 , with the 226 caught that year rising to over 500 in 1997 and 670 in 2003 .	1	0.66	9	1.0			0.0	0.5144957554	0.8574929257	0.1825741858	0.9128709292	0.3651483717	11
197	197	DS1	150	25940	"Japan to hunt 950 whales for ""scientific research"""	12-NonOver	In December , the Sea Shepherd Conservation Society will engage the Japanese whaling fleet in the Southern Ocean Whale Sanctuary .	0	0.11	1	1.0			0.0	0.5144957554	0.8574929257	0.0	0.9899494937	0.1414213562	12
198	198	DS1	261	29729	Southern Ocean whale slaughter to resume	17-NonOver	Greenpeace expedition leader Shane Rattenbury says the whalers have a season of about 100 days .	0	0.09	2	1.0			0.0	0.6	0.8	0.0	0.9284766909	0.3713906764	17
199	199	DS1	64	149645	48 whales beached in New Zealand	7-Over	`` It 's a very , very shallow bay in Port Levy , very muddy , so whether they were chasing food and got caught in the shallows , we do n't know , '' remarked department community relations manager Grant Campbell to the Associated Press .	1	0.15	4	1.0			0.0	0.6	0.8	0.0	0.9863939238	0.1643989873	7
200	200	DS1	146	25940	"Japan to hunt 950 whales for ""scientific research"""	18-Over	They are targeting endangered fin and humpback whales that are protected under the Convention on the Trade in Endangered Species of Flora and Fauna .	1	0.07	1	1.0			0.0	0.6246950476	0.7808688094	0.174077656	0.6963106238	0.6963106238	18
201	201	DS1	208	8496	Norwegian whaling season starts with highest quota in a decade	10-Over	Whale meat is used as steaks and in hamburgers and sausages in Norway .	1	0.19	3	1.0			0.0	0.7071067812	0.7071067812	0.0	0.9805806757	0.1961161351	10
202	202	DS1	156	25940	"Japan to hunt 950 whales for ""scientific research"""	21-Over	IFAW urges the Australian Government to take Japan to the international courts to bring this program to an immediate halt .	1	0.16	1	1.0			0.0	0.7071067812	0.7071067812	0.0	0.9805806757	0.1961161351	21
203	203	DS1	16	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	4-Over	The Sea Shepherd 's Farley Mowat has also left the area due to a refuelling cancellation .	1	0.85	7	1.0			0.0	0.7071067812	0.7071067812	0.0	0.9486832981	0.316227766	4
204	204	DS1	186	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	5-Over	The three ships were in the Whale Sanctuary where the controversial Japanese whaling fleet continue to hunt and kill hundreds of Minke whales , including the endangered Fin whales - for what Japan calls `` lethal scientific research . ''	1	0.26	4	1.0			0.0	0.7071067812	0.7071067812	0.3651483717	0.9128709292	0.1825741858	5
205	205	DS1	140	87842	Japan backs down from hunting Humpback whales	5-Over	Environmental group Greenpeace welcomed the decision , but the Japanese whaling fleet is still planning to catch around a 1,000 minke and fin whales - its largest catch ever - for what the government calls `` scientific research . ''	1	0.93	13	1.0			0.0	0.7071067812	0.7071067812	0.5773502692	0.5773502692	0.5773502692	5
206	206	DS1	128	101383	Protester says Japanese whalers shot him	17-Over	If Watson 's statements are proven to be true , the actions of the Japanese saliors represents a breach of international law .	1	0.1	1	1.0			0.0	0.7071067812	0.7071067812	0.1961161351	0.7844645406	0.5883484054	17
207	207	DS1	216	8453	Australian blitz on fish poaching	6-NonOver	Intelligence indicated what he called `` organised transnational criminal activity '' , including some Asian connections beyond the Indonesian village ports where the vessels originated , but the activity was apparently limited to illegal fishing , and did not include smuggling .	0	0.19	2	1.0			0.0	0.7808688094	0.6246950476	0.0	0.7808688094	0.6246950476	6
208	208	DS1	190	28687	Japanese whaling ship to dock in Hobart	5-Over	The government stated it is opposed to commercial whaling , but that taking such action would be `` counter-productive '' .	1	0.29	1	1.0			0.0	0.7808688094	0.6246950476	0.1690308509	0.8451542547	0.5070925528	5
209	209	DS1	273	29729	Southern Ocean whale slaughter to resume	11-NonOver	We are certain that they do not want any further publicity . ''	0	0.11	1	1.0			0.0	0.7808688094	0.6246950476	0.0	0.6246950476	0.7808688094	11
210	210	DS1	148	25940	"Japan to hunt 950 whales for ""scientific research"""	8-Over	A Greenpeace statement dismisses the assertion of the Japanese government that whales are contributing to the collapse of fish stocks .	1	0.07	1	1.0			0.0	0.8	0.6	0.0	0.9284766909	0.3713906764	8
211	211	DS1	174	29729	Southern Ocean whale slaughter to resume	31-Over	The spokesman had no response to Greenpeace 's claim that another vessel had joined the whaling fleet and was refuelling the ships within the boundary of the Antarctic Treaty 's nature reserve .	1	0.21	1	1.0			0.0	0.8	0.6	0.4364357805	0.8728715609	0.2182178902	31
212	212	DS1	92	84170	Japan fishermen clash with surfers over 2007 dolphin hunt	5-Over	Whaling in Taiji usually yields 2,000 dolphins per year using the dolphin drive hunting method .	1	0.33	6	1.0			0.0	0.8	0.6	0.4850712501	0.7276068751	0.4850712501	5
213	213	DS1	95	84170	Japan fishermen clash with surfers over 2007 dolphin hunt	9-Over	Although the practice of aquatic mammal hunting is condemned by many groups worldwide as well as within Japan , whaling is seen by those involved as a long-practiced cultural tradition that should be defended .	1	0.44	3	1.0			0.0	0.8	0.6	0.0	0.6	0.8	9
214	214	DS1	102	101383	Protester says Japanese whalers shot him	18-NonOver	Japan claimed that four crew members of the Nisshin Maru were injured in the confrontation , but Watson denied this .	0	0.09	3	1.0			0.0	0.8	0.6	0.0	0.9284766909	0.3713906764	18
215	215	DS1	115	120875	500 stranded melon-headed whales rescued in Philippine bay	18-NonOver	They were making hooting sounds , '' Joson explained the mass beaching .	0	0.19	1	1.0			0.0	0.8	0.6	0.2294157339	0.6882472016	0.6882472016	18
216	216	DS1	15	123451	One day after attempted rescue, six stranded whales die on Australian beach	15-Over	At least one of the whales was attacked by sharks , officials said .	1	0.12	1	1.0			0.0	0.8320502943	0.5547001962	0.4866642634	0.8111071057	0.3244428423	15
217	217	DS1	166	31479	Rescue teams try to save London whale	10-Over	If the whale is considered to be in too weak a condition to survive , it may be euthanised , experts have said .	1	0.25	4	1.0			0.0	0.8574929257	0.5144957554	0.0	0.7071067812	0.7071067812	10
218	218	DS1	105	48098	Confrontation between Greenpeace and fishermen off Marseille	6-Over	After blockading the ship , the fishermen blockaded the commercial harbour of Marseille , blocking traffic of passengers .	1	0.51	8	1.0			0.0	0.8574929257	0.5144957554	0.4082482905	0.4082482905	0.8164965809	6
219	219	DS1	122	101383	Protester says Japanese whalers shot him	4-NonOver	Watson said he was hit in the chest and found a bullet in the ballistic vest he was wearing .	0	0.5	5	1.0			0.0	0.8574929257	0.5144957554	0.1961161351	0.7844645406	0.5883484054	4
220	220	DS1	100	101383	Protester says Japanese whalers shot him	6-Over	He says one of his crew members received minor injuries after being hit by a flash grenade .	1	0.1	3	1.0			0.0	0.8574929257	0.5144957554	0.1825741858	0.9128709292	0.3651483717	6
221	221	DS1	43	163255	Whaling activist arrested by Japan	6-Over	Japan 's whaling program , which the government says is a part of Japanese culture , results in the killings of around a thousand whales annually in hunts that the government claims are for scientific research .	1	0.34	5	1.0			0.0	0.8574929257	0.5144957554	0.4264014327	0.6396021491	0.6396021491	6
222	222	DS1	269	29729	Southern Ocean whale slaughter to resume	18-NonOver	`` Their quota is 945 whales .	0	0.52	2	1.0			0.0	0.894427191	0.4472135955	0.2672612419	0.8017837257	0.5345224838	18
223	223	DS1	280	30046	Indonesian fishermen jailed for fishing offences in Australian waters	5-Over	The fisherman were found in possession of nearly two tonnes of trochus shell , a shell valued for fashioning into high quality buttons , beads and trinkets .	1	0.64	7	1.0			0.0	0.894427191	0.4472135955	0.0	0.7808688094	0.6246950476	5
224	224	DS1	112	101383	Protester says Japanese whalers shot him	15-NonOver	Smith stated : `` I absolutely condemn actions by crew members of any vessel that cause injury -- or have the potential to cause injury -- to anyone on the high seas ... The Australian Government once again calls on all parties in the Southern Ocean -- including all protest and whaling vessels , and their respective crews -- to exercise restraint . ''	0	0.19	6	1.0			0.0	0.894427191	0.4472135955	0.3713906764	0.5570860145	0.7427813527	15
225	225	DS1	121	101383	Protester says Japanese whalers shot him	19-Over	Japanese Chief Cabinet Secretary Nobutaka Machimura criticized the Sea Shepherd group in a statement to reporters : `` They have repeatedly resorted to such activities and it is truly unforgivable ... Is it all right to hurt humans in order to protect whales ?	1	0.63	8	1.0			0.0	0.894427191	0.4472135955	0.3481553119	0.3481553119	0.8703882798	19
226	226	DS1	98	101383	Protester says Japanese whalers shot him	24-NonOver	Both New Zealand and Australia have led international protests against the hunting of whales .	0	0.1	2	1.0			0.0	0.894427191	0.4472135955	0.0	0.9805806757	0.1961161351	24
227	227	DS1	44	163255	Whaling activist arrested by Japan	4-Over	Immediately after boarding the vessel , Bethune was detained by the Japanese crew and held on board the ship for a month before it returned to Japan , where he was arrested by a waiting Coast Guard delegation and placed into custody in Tokyo .	1	0.57	6	1.0			0.0	0.894427191	0.4472135955	0.0	0.4472135955	0.894427191	4
228	228	DS1	131	120875	500 stranded melon-headed whales rescued in Philippine bay	28-NonOver	It is possible that the leader of this dolphin [ pod ] had somehow lost its way .	0	0.19	4	1.0			0.0	0.91914503	0.3939192986	0.1360827635	0.9525793444	0.272165527	28
229	229	DS1	223	8453	Australian blitz on fish poaching	13-Over	Senator MacDonald told the ABC Radio programme AM that he expected in the case of those thought to have been fishing in Australian waters illegally , the captain and perhaps the senior fishing master would be charged , with other crew being immediately repatriated to Indonesia .	1	0.61	7	1.0			0.0	0.9284766909	0.3713906764	0.4850712501	0.7276068751	0.4850712501	13
230	230	DS1	152	25940	"Japan to hunt 950 whales for ""scientific research"""	6-Over	`` Japan 's attempt to dress up its commercial whaling as science is an insult to modern science , '' said International Fund for Animal Welfare ( IFAW ) Director of Wildlife and Habitat .	1	0.34	7	1.0			0.0	0.9284766909	0.3713906764	0.4850712501	0.4850712501	0.7276068751	6
231	231	DS1	195	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	20-NonOver	`` Once the whales have been measured and weighed by the ` scientists ' the butchers get to work and the whales are cut up and boxed for market .	0	0.09	1	1.0			0.0	0.9284766909	0.3713906764	0.3713906764	0.0	0.9284766909	20
232	232	DS1	142	29729	Southern Ocean whale slaughter to resume	25-Over	However , Australia 's environment minister , Senator Ian Campbell , said that Sea Shepherd 's threats to attack the fleet `` risk setting back the cause of whale conservation many years '' .	1	0.31	2	1.0			0.0	0.9284766909	0.3713906764	0.2294157339	0.6882472016	0.6882472016	25
233	233	DS1	97	101383	Protester says Japanese whalers shot him	9-NonOver	Tokyo denied Watson 's account , stating that `` warning devices '' were thrown after their ship had been attacked .	0	0.2	3	1.0			0.0	0.9284766909	0.3713906764	0.4364357805	0.8728715609	0.2182178902	9
234	234	DS1	203	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	11-Over	He said the Japanese boat fought back with water cannons and one of several Greenpeace inflatables capsized in the wash .	1	0.72	5	1.0			0.0	0.9486832981	0.316227766	0.0	0.7071067812	0.7071067812	11
235	235	DS1	282	30046	Indonesian fishermen jailed for fishing offences in Australian waters	17-Over	Legal Aid lawyer David McKenzie , says the fishermen were very poor and it was highly unlikely they would be able to pay the fines .	1	0.48	4	1.0			0.0	0.9486832981	0.316227766	0.1825741858	0.9128709292	0.3651483717	17
236	236	DS1	251	31462	Experts fear for the health of London whale	5-Over	Experts say that the whale is now looking increasingly distressed , with numerous cuts to its body .	1	0.74	9	1.0			0.0	0.9486832981	0.316227766	0.8574929257	0.5144957554	0.0	5
237	237	DS1	138	58447	Ship accident in Norwegian sea causes environmental catastrophe	6-Over	At noon next day it was reported that 290 tons of heavy fuel oil had leaked out onto the sea .	1	0.65	7	1.0			0.0	0.9486832981	0.316227766	0.8164965809	0.4082482905	0.4082482905	6
238	238	DS1	123	101383	Protester says Japanese whalers shot him	13-Over	Australian Foreign Minister Stephen Smith released a statement regarding information he received from Japanese officials : `` Japanese officials have now advised the Australian embassy in Tokyo that during the incident in the Southern Ocean this afternoon , three warning balls -- also known as flashbangs -- had been fired ... Japanese officials have advised that these devices are designed to make a loud noise but not to injure , and that no gunshots had been fired . ''	1	0.25	6	1.0			0.0	0.9486832981	0.316227766	0.4082482905	0.8164965809	0.4082482905	13
239	239	DS1	230	7290	13 pilot whales returning to sea, off Western Australia	5-Over	The whales had become stranded early yesterday .	1	0.42	2	1.0			0.0	0.9615239476	0.2747211279	0.1561737619	0.9370425713	0.3123475238	5
240	240	DS1	250	31462	Experts fear for the health of London whale	4-Over	There were hopes that the whale was heading back out to sea , but these were dashed by a fresh sighting of the whale from Albert bridge in Chelsea .	1	0.55	5	1.0			0.0	0.9615239476	0.2747211279	0.0	0.2747211279	0.9615239476	4
241	241	DS1	37	139305	Humpback whale found dead in River Thames, England	8-Over	After being moved to Denton Wharf at Gravesend in Kent , a postmortem examination by the Zoological Society of London revealed that he had died of starvation , and was estimated to be about two years old .	1	0.07	3	1.0			0.0	0.9615239476	0.2747211279	0.0	0.9615239476	0.2747211279	8
242	242	DS1	213	8496	Norwegian whaling season starts with highest quota in a decade	6-Over	Speaking to the Associated Press , one activist said `` Increased whaling is no solution for the problems along the coast . ''	1	0.27	1	1.0			0.0	0.9805806757	0.1961161351	0.0	0.894427191	0.4472135955	6
243	243	DS1	178	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	7-Over	Greenpeace say they have asked the whalers to stop whaling immediately and return to Japan , but have received no response from the vessels .	1	0.83	8	1.0			0.0	0.9805806757	0.1961161351	0.0	0.894427191	0.4472135955	7
244	244	DS1	274	29729	Southern Ocean whale slaughter to resume	9-Over	`` What the fleet is doing is trying to outrun Greenpeace so that it can sneak back into the whaling grounds and resume the kill , '' he said .	1	0.45	3	1.0			0.0	0.9805806757	0.1961161351	0.7071067812	0.0	0.7071067812	9
245	245	DS1	111	101383	Protester says Japanese whalers shot him	10-NonOver	Japan 's foreign ministry said that their coastguard on the Nisshin Maru threw a baseball-sized device which exploded near the protesters ' ship and emitted a loud sound , and was not designed to cause harm to anyone .	0	0.19	6	1.0			0.0	0.9805806757	0.1961161351	0.0	0.4472135955	0.894427191	10
246	246	DS1	120	101383	Protester says Japanese whalers shot him	12-Over	Inwood stated there had been `` retaliation '' when the Japanese coast guards fired warning balls at the Steve Irwin .	1	0.38	3	1.0			0.0	0.9805806757	0.1961161351	0.2672612419	0.5345224838	0.8017837257	12
247	247	DS1	71	123451	One day after attempted rescue, six stranded whales die on Australian beach	5-Over	Six of the rescued whales washed up on a different beach less than a day later .	1	0.82	10	1.0			0.0	0.9805806757	0.1961161351	0.2672612419	0.5345224838	0.8017837257	5
248	248	DS1	147	25940	"Japan to hunt 950 whales for ""scientific research"""	30-Over	`` The number of whales that Japan purports to take is not commensurate with the number of whales that would be necessary to engage in scientific research , '' he said .	1	0.99	7	1.0			0.0	0.9863939238	0.1643989873	0.4850712501	0.4850712501	0.7276068751	30
249	249	DS1	135	58447	Ship accident in Norwegian sea causes environmental catastrophe	8-Over	A nature reservation area for birds is in imminent danger of pollution .	1	0.11	2	1.0			0.0	0.9863939238	0.1643989873	0.2294157339	0.6882472016	0.6882472016	8
250	250	DS1	80	87842	Japan backs down from hunting Humpback whales	13-Over	Although Tokyo vigorously defends the whale hunt as scientific research , whale meat - a delicacy in Japan - ends up in supermarkets .	1	0.2	4	1.0			0.0	0.9863939238	0.1643989873	0.0	0.8	0.6	13
251	251	DS1	225	8453	Australian blitz on fish poaching	11-Over	However analysts say the Australian government strategy is flawed , since it is based on the fishing technology employed , rather than catch numbers .	1	0.68	4	1.0			0.0	0.9899494937	0.1414213562	0.1622214211	0.9733285268	0.1622214211	11
252	252	DS1	244	25940	"Japan to hunt 950 whales for ""scientific research"""	13-NonOver	The Sea Shepherds say the Japanese whale kill is illegal .	0	0.22	4	1.0			0.0	0.9899494937	0.1414213562	0.4082482905	0.4082482905	0.8164965809	13
253	253	DS1	149	25940	"Japan to hunt 950 whales for ""scientific research"""	22-Over	Japan plans to kill over 900 minke whales and ten fin whales during the next six months as part of its whaling program , JAPRA II , marking a sharp escalation in Japan 's whaling activities .	1	0.9	12	1.0			0.0	0.9899494937	0.1414213562	0.9733285268	0.1622214211	0.1622214211	22
254	254	DS1	201	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	18-Over	Greenpeace say over the next 2 years , 40 more fin whales will be added to the annual kill , along with 50 humpback whales .	1	0.2	4	1.0			0.0	0.9899494937	0.1414213562	0.8164965809	0.4082482905	0.4082482905	18
255	255	DS1	260	29729	Southern Ocean whale slaughter to resume	36-NonOver	Greenpeace believes the fleet killed at least 25 whales from the time it contacted the whalers just before Christmas .	0	0.28	4	1.0			0.0	0.9899494937	0.1414213562	0.4082482905	0.4082482905	0.8164965809	36
256	256	DS1	254	30046	Indonesian fishermen jailed for fishing offences in Australian waters	18-Over	The magistrate ordered that they spend between 60 and 100 days in jail in Western Australia if the fines were not paid .	1	0.36	2	1.0			0.0	0.9899494937	0.1414213562	0.0	0.7071067812	0.7071067812	18
257	257	DS1	67	43426	IWC passes pro-whaling resolution after close vote	14-Over	Greenpeace activist Adele blogged the news from their Stockholm office expressing reservations over the legitimacy of the vote saying it would `` change little or nothing '' as previous votes had already been passed in favour of the anti-whaling group of countries .	1	0.25	5	1.0			0.0	0.9899494937	0.1414213562	0.4264014327	0.6396021491	0.6396021491	14
258	258	DS1	109	88610	Sperm whale stranded off coast of Florida in the US	4-Over	For a while on Sunday , the whale , which is believed to be juvenile , was stuck on a sandbar near the city of St. Petersburg .	1	0.46	5	1.0			0.0	0.9899494937	0.1414213562	0.1961161351	0.5883484054	0.7844645406	4
259	259	DS1	243	25940	"Japan to hunt 950 whales for ""scientific research"""	26-NonOver	Leading international law expert , Professor Don Rothwell , has advised IFAW that the Japanese Government is breaching international laws with JARPA II .	0	0.07	1	1.0			0.0	0.9922778767	0.1240347346	0.5570860145	0.7427813527	0.3713906764	26
260	260	DS1	159	25940	"Japan to hunt 950 whales for ""scientific research"""	28-Over	Japan is targeting whales that are listed as endangered .	1	0.64	4	1.0			0.0	0.9922778767	0.1240347346	0.3123475238	0.1561737619	0.9370425713	28
261	261	DS1	277	30046	Indonesian fishermen jailed for fishing offences in Australian waters	12-Over	On Thursday , skippers of 11 Indonesian fishing boats were fined by a Perth court .	1	0.48	7	1.0			0.0	0.9922778767	0.1240347346	0.0	0.7808688094	0.6246950476	12
262	262	DS1	139	58447	Ship accident in Norwegian sea causes environmental catastrophe	7-NonOver	The spilt oil has covered ground along the coast and is reported to be still spreading .	0	0.22	1	1.0			0.0	0.9938837347	0.1104315261	0.6666666667	0.3333333333	0.6666666667	7
263	263	DS1	232	7290	13 pilot whales returning to sea, off Western Australia	7-Over	Western Australian State Government Department of Conservation and Land Management ( CALM ) officers feared that the whales could become stranded again .	1	0.34	4	1.0			0.0	1.0	0.0	0.1825741858	0.3651483717	0.9128709292	7
264	264	DS1	209	8496	Norwegian whaling season starts with highest quota in a decade	7-Over	However despite international opposition , it is unlikely Norway will end whaling anytime soon .	1	0.38	3	1.0			0.0	1.0	0.0	0.1622214211	0.1622214211	0.9733285268	7
265	265	DS1	255	18187	Greenpeace tries to thwart Chesapeake Bay fishing fleet	8-Over	An Omega spokesman Toby Gascon said of Greenpeace , `` They have now demonstrated that their real agenda is to put Omega out of business , even if it means risking the safety of Omega 's fishermen . ''	1	0.77	8	1.0			0.0	1.0	0.0	0.4472135955	0.0	0.894427191	8
266	266	DS1	242	25940	"Japan to hunt 950 whales for ""scientific research"""	5-Over	Japan 's whaling program , which is claimed to be for scientific purposes , is expected to kill nearly one thousand whales this season .	1	0.97	13	1.0			0.0	1.0	0.0	0.4472135955	0.0	0.894427191	5
267	267	DS1	157	25940	"Japan to hunt 950 whales for ""scientific research"""	16-Over	According to Sea Shepherd : `` The Japanese are violating the Southern Ocean Sanctuary .	1	0.32	5	1.0			0.0	1.0	0.0	0.2182178902	0.4364357805	0.8728715609	16
268	268	DS1	241	25940	"Japan to hunt 950 whales for ""scientific research"""	23-Over	`` It is a dark day for some of the world 's most magnificent creatures .	1	0.18	2	1.0			0.0	1.0	0.0	0.4364357805	0.2182178902	0.8728715609	23
269	269	DS1	151	25940	"Japan to hunt 950 whales for ""scientific research"""	24-NonOver	Let 's be under no illusion -- this is commercial whaling in disguise .	0	0.23	4	1.0			0.0	1.0	0.0	0.4082482905	0.4082482905	0.8164965809	24
270	270	DS1	177	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	19-NonOver	`` This whale hunt is unnecessary , unjustified , and unwanted , '' said Rattenbury .	0	0.25	3	1.0			0.0	1.0	0.0	0.4472135955	0.0	0.894427191	19
271	271	DS1	197	28661	Greenpeace activists clash with Japanese whaling fleet in Southern Ocean	24-Over	Japan 's whaling program is expected to kill nearly one thousand whales this season .	1	0.21	3	1.0			0.0	1.0	0.0	0.8017837257	0.2672612419	0.5345224838	24
272	272	DS1	259	29729	Southern Ocean whale slaughter to resume	21-Over	They 're under a bit of pressure to get on with the business . ''	1	0.09	1	1.0			0.0	1.0	0.0	0.0	0.8574929257	0.5144957554	21
273	273	DS1	279	30046	Indonesian fishermen jailed for fishing offences in Australian waters	6-NonOver	They face jail terms up to a year .	0	0.4	2	1.0			0.0	1.0	0.0	0.8017837257	0.2672612419	0.5345224838	6
274	274	DS1	281	30046	Indonesian fishermen jailed for fishing offences in Australian waters	14-NonOver	The remaining eight were fined $ 9000 each and given 60 days to pay .	0	0.08	1	1.0			0.0	1.0	0.0	0.5773502692	0.5773502692	0.5773502692	14
275	275	DS1	171	31479	Rescue teams try to save London whale	15-Over	However , the inital surprise at seeing the whale soon turned to concern as experts fear for the whale 's long term health .	1	0.33	6	1.0			0.0	1.0	0.0	0.1825741858	0.3651483717	0.9128709292	15
276	276	DS1	23	31648	Greenpeace, Sea Shepherds end Southern Ocean whaling protest	17-NonOver	The incidents caused slanging matches between Greenpeace and Japan 's Institute of Cetacean Research , both arguing they had evidence the other was at fault .	0	0.44	6	1.0			0.0	1.0	0.0	0.1622214211	0.1622214211	0.9733285268	17
277	277	DS1	119	43426	IWC passes pro-whaling resolution after close vote	12-NonOver	Some observers , including scientists from New Zealand , have accused Japan and Iceland of simply using scientific whaling as a legal loophole .	0	0.16	1	1.0			0.0	1.0	0.0	0.4866642634	0.3244428423	0.8111071057	12
278	278	DS1	30	43426	IWC passes pro-whaling resolution after close vote	15-Over	Mike Townsley from Greenpeace International said , `` Greenpeace is disgusted that any member of the IWC would seek to promote whaling based upon the false notion that whales consume so much fish that they are a threat to food security for coastal nations '' .	1	0.4	5	1.0			0.0	1.0	0.0	1.0	0.0	0.0	15
279	279	DS1	84	87842	Japan backs down from hunting Humpback whales	14-Over	On Wednesday , Australian Foreign Minister Stephen Smith said bluntly that the Japanese hunt was not science , but `` the slaughter of whales . ''	1	0.15	4	1.0			0.0	1.0	0.0	0.7071067812	0.0	0.7071067812	14
280	280	DS1	124	101383	Protester says Japanese whalers shot him	16-Over	Watson explained to Australia 's ABC News that the Japanese whalers had no reason to fire on the protesters : `` We were doing what we usually do , which is putting stink bombs on deck ... We go out of our way to make sure we do n't throw them near anybody , but they were throwing the flash grenades directly at us . ''	1	0.58	10	1.0			0.0	1.0	0.0	0.894427191	0.0	0.4472135955	16
281	281	DS1	70	123451	One day after attempted rescue, six stranded whales die on Australian beach	11-Over	The West Australian coast has seen 21 mass whale and dolphin strandings since 1984 , according to the department .	1	0.37	5	1.0			0.0	1.0	0.0	0.9045340337	0.3015113446	0.3015113446	11
282	282	DS1	13	123451	One day after attempted rescue, six stranded whales die on Australian beach	14-Over	The whales were stranded Wednesday in a remote location where conservation officials could not transport rescue equipment .	1	0.82	6	1.0			0.0	1.0	0.0	0.5773502692	0.5773502692	0.5773502692	14
283	283	DS1	61	149645	48 whales beached in New Zealand	13-Over	Whales are frequently stranded on the beaches of New Zealand each summer , as they travel en route from Antarctica to breeding grounds .	1	0.9	7	1.0			0.0	1.0	0.0	0.1825741858	0.3651483717	0.9128709292	13
